Source;Target;Type;Weight
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
15;34;directed;1
15;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;34;directed;1
14;36;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;36;directed;1
14;34;directed;1
;34;directed;1
14;36;directed;1
14;36;directed;1
14;35;directed;1
14;36;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;36;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
15;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
15;34;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;34;directed;1
14;36;directed;1
14;36;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;40;directed;1
14;34;directed;1
14;34;directed;1
16;34;directed;1
16;35;directed;1
16;34;directed;1
16;35;directed;1
16;35;directed;1
16;34;directed;1
16;35;directed;1
16;34;directed;1
16;35;directed;1
16;35;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;36;directed;1
16;36;directed;1
16;34;directed;1
14;43;directed;1
14;38;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;40;directed;1
14;40;directed;1
14;40;directed;1
14;40;directed;1
14;40;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;38;directed;1
14;40;directed;1
14;40;directed;1
14;34;directed;1
14;34;directed;1
14;40;directed;1
14;40;directed;1
14;40;directed;1
14;34;directed;1
14;34;directed;1
14;40;directed;1
14;34;directed;1
14;34;directed;1
14;40;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;40;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;43;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;38;directed;1
;36;directed;1
14;;directed;1
;34;directed;1
;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;35;directed;1
14;;directed;1
14;35;directed;1
14;;directed;1
14;;directed;1
14;44;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;44;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
;36;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;45;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
;36;directed;1
;34;directed;1
;34;directed;1
;34;directed;1
;34;directed;1
14;;directed;1
14;35;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;44;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;46;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;38;directed;1
14;38;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
;34;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
;36;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;44;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
;34;directed;1
;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
;36;directed;1
;;directed;1
;;directed;1
14;;directed;1
14;;directed;1
;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
;;directed;1
;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
;;directed;1
;;directed;1
14;;directed;1
14;34;directed;1
;;directed;1
;34;directed;1
;34;directed;1
;34;directed;1
;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;47;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;37;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
;;directed;1
;;directed;1
;;directed;1
;;directed;1
14;;directed;1
;;directed;1
;;directed;1
;;directed;1
;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
16;;directed;1
16;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;35;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;48;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
15;;directed;1
17;;directed;1
17;35;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;49;directed;1
16;;directed;1
16;;directed;1
17;34;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;34;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;35;directed;1
17;;directed;1
16;34;directed;1
17;34;directed;1
17;35;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
17;35;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
16;34;directed;1
17;;directed;1
17;;directed;1
14;50;directed;1
16;;directed;1
16;;directed;1
16;37;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
17;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
17;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
14;50;directed;1
14;50;directed;1
14;50;directed;1
16;34;directed;1
16;35;directed;1
17;50;directed;1
17;50;directed;1
17;50;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
17;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;51;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
17;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
17;34;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;34;directed;1
17;34;directed;1
17;;directed;1
16;;directed;1
17;34;directed;1
17;35;directed;1
17;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
17;;directed;1
17;38;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
17;;directed;1
17;38;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
17;;directed;1
17;38;directed;1
17;38;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;34;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
17;34;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
17;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;35;directed;1
16;;directed;1
16;;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;35;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;34;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;35;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;35;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;35;directed;1
16;35;directed;1
16;;directed;1
16;35;directed;1
16;;directed;1
16;38;directed;1
16;38;directed;1
16;;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;34;directed;1
16;35;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;48;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;35;directed;1
14;;directed;1
14;;directed;1
14;40;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;52;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;53;directed;1
14;;directed;1
14;38;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;48;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;40;directed;1
14;34;directed;1
14;40;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;38;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;36;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;36;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;35;directed;1
14;;directed;1
14;35;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;40;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
16;;directed;1
17;35;directed;1
17;35;directed;1
14;48;directed;1
16;;directed;1
16;;directed;1
17;34;directed;1
16;35;directed;1
16;35;directed;1
16;;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;38;directed;1
